yyyy/mm/dd,IdStaz,average,maxtemp,mintemp,deltatemp
2017-04-26,18,15.32,19.9,12.0,7.9
2017-04-27,18,13.5,15.3,12.9,2.4
2017-04-28,18,14.99,18.7,12.8,5.9
2017-04-29,18,12.68,15.3,9.7,5.6
2017-04-30,18,12.69,18.0,5.2,12.8
2017-05-01,18,13.68,19.3,6.6,12.7
2017-05-02,18,12.6,17.5,9.7,7.8
2017-05-03,18,15.65,20.3,7.7,12.6
2017-05-04,18,13.71,17.2,11.2,6.0
2017-05-05,18,14.06,17.7,11.4,6.3
2017-05-06,18,15.28,21.2,9.4,11.8
2017-05-07,18,14.57,18.9,11.7,7.2
2017-05-08,18,13.4,15.9,11.4,4.5
2017-05-09,18,15.17,20.6,9.8,10.8
2017-05-10,18,15.78,19.1,12.6,6.5
2017-05-11,18,15.35,19.1,11.4,7.7
2017-05-12,18,16.29,20.7,11.9,8.8
2017-05-13,18,18.91,23.9,14.3,9.6
2017-05-14,18,19.89,25.5,13.6,11.9
2017-05-15,18,20.49,26.1,14.8,11.3
2017-05-16,18,20.43,26.2,15.2,11.0
2017-05-17,18,21.24,27.2,14.5,12.7
2017-05-18,18,22.17,27.6,15.4,12.2
2017-05-19,18,23.45,27.1,18.4,8.7
2017-05-20,18,19.43,24.2,15.8,8.4
2017-05-21,18,16.38,20.6,12.6,8.0
2017-05-22,18,20.24,26.3,13.3,13.0
2017-05-23,18,21.38,27.3,14.4,12.9
2017-05-24,18,23.19,29.5,15.6,13.9
2017-05-25,18,23.3,28.9,17.4,11.5
2017-05-26,18,22.01,25.4,19.2,6.2
2017-05-28,18,21.46,26.0,17.8,8.2
2017-05-29,18,27.52,30.2,23.2,7.0
2017-05-30,18,23.93,29.4,18.4,11.0
2017-05-31,18,25.28,30.9,19.7,11.2
2017-06-01,18,25.34,30.8,18.9,11.9
2017-06-02,18,24.77,30.2,19.2,11.0
2017-06-03,18,24.68,30.4,18.4,12.0
2017-06-04,18,22.79,30.3,18.2,12.1
2017-06-05,18,24.52,29.0,18.7,10.3
2017-06-06,18,23.17,28.2,17.6,10.6
2017-06-07,18,21.08,25.8,17.8,8.0
2017-06-08,18,21.6,27.2,16.0,11.2
2017-06-09,18,21.0,25.1,16.3,8.8
2017-06-10,18,22.09,27.1,14.8,12.3
2017-06-11,18,24.23,29.9,18.4,11.5
2017-06-12,18,25.5,30.2,18.4,11.8
2017-06-13,18,26.6,31.6,21.2,10.4
2017-06-14,18,26.77,32.1,19.8,12.3
2017-06-15,18,26.25,31.7,21.6,10.1
2017-06-16,18,25.54,30.3,20.3,10.0
2017-06-17,18,27.38,31.4,22.3,9.1
2017-06-18,18,27.41,31.8,22.7,9.1
2017-06-19,18,24.85,28.3,21.4,6.9
2017-06-20,18,25.08,29.9,18.5,11.4
2017-06-21,18,26.98,32.2,19.6,12.6
2017-06-22,18,27.88,32.8,21.4,11.4
2017-06-23,18,28.97,33.8,22.3,11.5
2017-06-24,18,29.5,34.7,23.2,11.5
2017-06-25,18,29.65,34.4,23.7,10.7
2017-06-26,18,25.57,29.8,20.4,9.4
2017-06-27,18,26.28,31.6,20.1,11.5
2017-06-28,18,26.66,30.7,22.4,8.3
2017-06-29,18,23.51,30.1,17.0,13.1
2017-06-30,18,21.62,27.4,17.2,10.2
2017-07-01,18,22.04,25.9,16.9,9.0
2017-07-02,18,21.72,27.4,14.8,12.6
2017-07-03,18,22.6,27.6,16.5,11.1
2017-07-04,18,25.5,31.2,18.2,13.0
2017-07-05,18,25.92,30.3,21.1,9.2
2017-07-06,18,26.44,31.8,19.4,12.4
2017-07-07,18,27.78,33.4,21.4,12.0
2017-07-08,18,28.37,33.9,21.5,12.4
2017-07-09,18,28.39,33.7,21.7,12.0
2017-07-10,18,28.58,33.1,22.4,10.7
2017-07-11,18,28.27,32.6,23.2,9.4
2017-07-12,18,25.49,31.2,21.4,9.8
yyyy/mm/dd,IdStaz,average,maxtemp,mintemp,deltatemp
2017-01-02,429,5.43,9.1,2.8,6.3
2017-01-03,429,2.35,5.2,0.5,4.7
2017-01-04,429,1.97,4.3,0.2,4.1
2017-01-05,429,1.63,6.1,-0.9,7.0
2017-01-06,429,0.71,3.6,-2.8,6.4
2017-01-07,429,-3.51,0.6,-6.3,6.9
2017-01-08,429,-5.55,-2.9,-7.2,4.3
2017-01-09,429,-4.8,-2.3,-7.4,5.1
2017-01-10,429,0.88,3.2,-2.7,5.9
2017-01-11,429,-4.37,-1.8,-6.8,5.0
2017-01-12,429,-4.89,-2.2,-6.8,4.6
2017-01-13,429,-4.1,-0.5,-6.6,6.1
2017-01-14,429,-0.57,1.4,-2.3,3.7
2017-01-15,429,1.6,4.8,-1.8,6.6
2017-01-16,429,0.02,2.4,-2.1,4.5
2017-01-17,429,-2.17,0.2,-3.7,3.9
2017-01-18,429,-0.69,2.3,-2.5,4.8
2017-01-19,429,0.13,2.8,-1.9,4.7
2017-01-20,429,-0.11,2.7,-2.3,5.0
2017-01-21,429,-0.28,2.3,-2.5,4.8
2017-01-22,429,1.37,4.0,-1.8,5.8
2017-01-23,429,3.22,5.8,1.4,4.4
2017-01-24,429,4.02,6.9,1.3,5.6
2017-01-25,429,4.86,8.1,2.5,5.6
2017-01-26,429,2.59,4.8,-1.6,6.4
2017-01-27,429,-0.41,2.2,-3.4,5.6
2017-01-28,429,-1.33,2.6,-3.3,5.9
2017-01-29,429,-0.92,1.7,-2.6,4.3
2017-01-30,429,0.59,3.1,-2.6,5.7
2017-01-31,429,2.33,4.7,0.7,4.0
2017-02-01,429,0.77,2.8,-0.4,3.2
2017-02-02,429,3.24,5.5,1.3,4.2
2017-02-03,429,5.39,6.7,3.4,3.3
2017-02-04,429,6.0,7.8,5.1,2.7
2017-02-05,429,3.79,7.6,1.6,6.0
2017-02-06,429,3.01,7.1,0.6,6.5
2017-02-07,429,6.03,9.2,3.6,5.6
2017-02-08,429,4.98,7.7,2.9,4.8
2017-02-09,429,1.43,2.8,-0.7,3.5
2017-02-10,429,0.39,3.2,-2.0,5.2
2017-02-11,429,1.05,2.3,-0.5,2.8
2017-02-12,429,1.77,2.6,0.8,1.8
2017-02-13,429,3.13,5.1,1.2,3.9
2017-02-14,429,2.36,3.3,1.7,1.6
2017-02-15,429,4.69,7.9,1.8,6.1
2017-02-16,429,8.23,12.8,4.7,8.1
2017-02-17,429,9.28,12.1,7.3,4.8
2017-02-18,429,6.32,8.7,3.6,5.1
2017-02-19,429,4.63,8.2,2.8,5.4
2017-02-20,429,4.27,7.1,2.1,5.0
2017-02-21,429,3.65,6.6,1.4,5.2
2017-02-22,429,3.79,6.8,2.3,4.5
2017-02-23,429,2.87,4.3,1.6,2.7
2017-02-24,429,3.65,4.6,2.7,1.9
2017-02-25,429,5.25,6.4,3.0,3.4
2017-02-26,429,3.91,8.3,0.7,7.6
2017-02-27,429,4.76,9.2,1.2,8.0
2017-02-28,429,5.13,8.3,2.9,5.4
2017-03-01,429,4.71,6.2,2.9,3.3
2017-03-02,429,6.68,9.9,3.1,6.8
2017-03-03,429,6.49,10.2,3.2,7.0
2017-03-04,429,6.84,9.9,4.3,5.6
2017-03-05,429,5.47,6.7,4.6,2.1
2017-03-06,429,5.19,8.1,3.7,4.4
2017-03-07,429,5.36,8.5,3.3,5.2
2017-03-08,429,7.74,11.7,3.2,8.5
2017-03-09,429,7.86,11.1,4.8,6.3
2017-03-10,429,9.89,13.0,6.8,6.2
2017-03-11,429,12.68,15.8,6.9,8.9
2017-03-12,429,6.96,10.0,3.9,6.1
2017-03-13,429,6.16,8.8,3.6,5.2
2017-03-14,429,5.94,9.5,2.6,6.9
2017-03-15,429,9.48,13.4,6.0,7.4
2017-03-16,429,9.03,11.4,7.3,4.1
2017-03-17,429,10.1,14.2,6.9,7.3
2017-03-18,429,10.62,14.3,7.6,6.7
2017-03-19,429,9.98,13.8,7.1,6.7
2017-03-20,429,8.92,11.9,6.0,5.9
2017-03-21,429,9.24,11.5,7.3,4.2
2017-03-22,429,9.01,10.2,8.3,1.9
2017-03-23,429,8.71,10.3,7.6,2.7
2017-03-24,429,9.58,12.9,6.6,6.3
2017-03-25,429,11.88,15.6,9.7,5.9
2017-03-26,429,13.18,16.3,10.1,6.2
2017-03-27,429,7.98,11.9,4.1,7.8
2017-03-28,429,7.0,11.1,3.2,7.9
2017-03-29,429,11.06,14.9,6.9,8.0
2017-03-30,429,14.34,17.7,11.1,6.6
2017-03-31,429,15.61,18.6,13.3,5.3
2017-04-01,429,14.9,18.0,12.2,5.8
2017-04-02,429,12.38,15.1,9.7,5.4
2017-04-03,429,11.27,13.6,9.7,3.9
2017-04-04,429,14.78,18.4,10.5,7.9
2017-04-05,429,13.12,17.0,8.2,8.8
2017-04-06,429,9.02,12.5,6.3,6.2
2017-04-07,429,10.32,13.2,8.7,4.5
2017-04-08,429,8.96,11.8,6.2,5.6
2017-04-09,429,11.85,16.8,6.9,9.9
2017-04-10,429,13.53,17.3,11.0,6.3
2017-04-11,429,14.12,17.7,11.3,6.4
2017-04-12,429,13.25,17.1,10.7,6.4
2017-04-13,429,11.83,14.9,9.1,5.8
2017-04-14,429,12.91,16.7,10.1,6.6
2017-04-15,429,13.66,17.5,10.9,6.6
2017-04-16,429,11.23,13.2,9.5,3.7
2017-04-17,429,11.42,16.5,7.8,8.7
2017-04-18,429,7.77,10.4,4.8,5.6
2017-04-19,429,5.36,7.6,2.2,5.4
2017-04-20,429,5.82,9.6,2.4,7.2
2017-04-21,429,6.2,10.6,2.3,8.3
2017-04-22,429,5.96,10.3,1.8,8.5
2017-04-23,429,8.99,13.8,4.3,9.5
2017-04-24,429,9.45,12.7,6.3,6.4
2017-04-25,429,8.66,10.7,7.0,3.7
2017-04-26,429,9.42,11.7,7.7,4.0
2017-04-27,429,8.72,10.2,7.7,2.5
2017-04-28,429,10.5,12.9,9.2,3.7
2017-04-29,429,7.1,9.3,4.8,4.5
2017-04-30,429,7.8,10.7,4.4,6.3
2017-05-01,429,8.6,11.7,5.8,5.9
2017-05-02,429,7.24,10.9,4.8,6.1
2017-05-03,429,8.8,13.1,4.0,9.1
2017-05-04,429,8.17,11.1,6.2,4.9
2017-05-05,429,8.26,10.5,6.3,4.2
2017-05-06,429,10.85,15.7,5.9,9.8
2017-05-07,429,10.04,13.1,7.1,6.0
2017-05-08,429,11.19,16.0,6.7,9.3
2017-05-09,429,12.28,15.6,9.4,6.2
2017-05-10,429,10.6,12.2,9.6,2.6
2017-05-11,429,8.81,11.1,5.9,5.2
2017-05-12,429,10.63,13.7,7.9,5.8
2017-05-13,429,13.35,17.2,10.5,6.7
2017-05-14,429,16.37,19.2,11.9,7.3
2017-05-15,429,15.83,20.0,12.1,7.9
2017-05-16,429,15.43,19.4,12.5,6.9
2017-05-17,429,16.66,19.9,13.1,6.8
2017-05-18,429,17.52,20.9,14.5,6.4
2017-05-19,429,16.67,19.3,14.3,5.0
2017-05-20,429,14.65,17.8,11.2,6.6
2017-05-21,429,12.48,16.1,10.4,5.7
2017-05-22,429,16.09,19.9,10.8,9.1
2017-05-23,429,17.59,20.8,14.3,6.5
2017-05-24,429,18.79,22.3,14.7,7.6
2017-05-25,429,19.26,22.6,16.2,6.4
2017-05-26,429,14.99,17.5,13.1,4.4
2017-05-27,429,15.8,19.2,12.2,7.0
2017-05-28,429,17.92,21.8,13.9,7.9
2017-05-29,429,20.06,23.8,16.7,7.1
2017-05-30,429,19.77,23.4,15.9,7.5
2017-05-31,429,20.41,24.1,16.7,7.4
2017-06-01,429,20.41,24.6,17.8,6.8
2017-06-02,429,19.7,22.9,16.8,6.1
2017-06-03,429,19.65,23.5,16.6,6.9
2017-06-04,429,20.5,24.4,16.6,7.8
2017-06-05,429,19.52,22.6,16.8,5.8
2017-06-06,429,16.97,20.2,14.3,5.9
2017-06-07,429,16.56,18.8,14.6,4.2
2017-06-08,429,16.5,20.9,12.2,8.7
2017-06-09,429,15.17,19.1,11.4,7.7
2017-06-10,429,17.51,21.3,12.8,8.5
2017-06-11,429,19.64,22.9,16.6,6.3
2017-06-12,429,20.66,24.2,17.7,6.5
2017-06-13,429,21.29,25.2,17.3,7.9
2017-06-14,429,22.16,26.6,18.6,8.0
2017-06-16,429,21.46,24.3,17.9,6.4
2017-06-17,429,22.16,24.3,20.1,4.2
2017-06-18,429,21.13,25.0,16.9,8.1
2017-06-19,429,18.72,22.0,15.1,6.9
2017-06-20,429,20.07,24.2,15.9,8.3
2017-06-21,429,22.34,26.4,18.1,8.3
2017-06-22,429,23.35,27.2,19.6,7.6
2017-06-23,429,24.48,28.3,20.9,7.4
2017-06-24,429,24.92,28.7,21.0,7.7
2017-06-25,429,24.07,27.8,21.7,6.1
2017-06-26,429,20.66,22.7,16.9,5.8
2017-06-27,429,21.39,25.6,17.2,8.4
2017-06-28,429,21.01,23.2,18.6,4.6
2017-06-29,429,18.7,23.6,12.6,11.0
2017-06-30,429,15.91,20.3,12.6,7.7
2017-07-01,429,16.53,19.2,12.6,6.6
2017-07-02,429,16.78,21.1,12.6,8.5
2017-07-03,429,17.64,21.4,13.7,7.7
2017-07-04,429,20.38,24.3,16.7,7.6
2017-07-05,429,19.34,22.3,15.7,6.6
2017-07-06,429,21.57,25.5,17.4,8.1
2017-07-07,429,23.48,27.7,19.2,8.5
2017-07-08,429,24.24,28.6,20.6,8.0
2017-07-09,429,24.43,28.4,21.1,7.3
2017-07-10,429,24.42,28.2,20.1,8.1
2017-07-11,429,23.12,26.1,20.2,5.9
2017-07-12,429,20.9,25.3,17.8,7.5
2017-07-13,429,20.56,24.7,16.2,8.5
2017-07-14,429,21.59,24.6,19.0,5.6
2017-07-15,429,17.74,20.3,14.7,5.6
2017-07-16,429,18.75,22.5,16.5,6.0
2017-07-17,429,17.6,20.9,14.6,6.3
2017-07-18,429,19.45,23.5,15.4,8.1
2017-07-19,429,21.54,25.8,17.1,8.7
2017-07-20,429,22.51,26.4,18.8,7.6
2017-07-21,429,22.38,26.2,18.8,7.4
2017-07-22,429,22.68,25.8,19.3,6.5
2017-07-23,429,23.0,26.1,20.1,6.0
2017-07-24,429,23.51,27.3,19.9,7.4
2017-07-25,429,18.98,23.1,15.3,7.8
2017-07-26,429,18.12,22.1,14.8,7.3
2017-07-27,429,17.57,21.2,14.7,6.5
2017-07-28,429,20.14,24.4,15.3,9.1
2017-07-29,429,20.64,24.8,16.9,7.9
2017-07-30,429,21.63,24.9,18.9,6.0
2017-07-31,429,20.01,25.1,15.8,9.3
2017-08-01,429,22.99,27.0,18.3,8.7
2017-08-02,429,25.57,30.2,21.0,9.2
2017-08-03,429,27.05,30.4,23.9,6.5
2017-08-04,429,27.07,30.9,23.3,7.6
2017-08-05,429,27.31,31.0,23.7,7.3
2017-08-06,429,26.96,30.3,24.3,6.0
2017-08-07,429,24.67,28.1,20.9,7.2
2017-08-08,429,20.43,23.6,17.1,6.5
2017-08-09,429,21.21,25.0,17.6,7.4
2017-08-10,429,23.5,26.7,19.9,6.8
2017-08-11,429,21.93,25.1,19.6,5.5
2017-08-12,429,17.92,21.8,12.6,9.2
2017-08-13,429,17.33,20.7,13.3,7.4
2017-08-14,429,20.27,23.9,15.9,8.0
2017-08-15,429,20.98,24.9,17.3,7.6
2017-08-16,429,22.25,26.6,17.8,8.8
2017-08-17,429,22.63,26.8,19.2,7.6
2017-08-18,429,23.78,27.8,20.3,7.5
2017-08-19,429,24.51,28.4,20.8,7.6
2017-08-20,429,21.3,24.8,13.4,11.4
2017-08-21,429,17.87,21.6,12.8,8.8
2017-08-22,429,17.77,21.4,14.8,6.6
2017-08-23,429,17.15,21.1,14.6,6.5
2017-08-24,429,18.68,22.7,15.2,7.5
2017-08-25,429,20.7,25.3,16.2,9.1
2017-08-26,429,22.45,26.2,18.7,7.5
2017-08-27,429,23.62,27.7,20.2,7.5
2017-08-28,429,25.7,30.8,21.1,9.7
2017-08-29,429,23.4,26.5,18.8,7.7
2017-08-30,429,20.97,24.8,18.0,6.8
2017-08-31,429,21.34,26.1,17.4,8.7
2017-09-01,429,21.8,25.8,18.7,7.1
2017-09-02,429,18.41,21.9,15.8,6.1
2017-09-03,429,14.29,18.8,10.4,8.4
2017-09-04,429,14.9,19.3,9.9,9.4
2017-09-05,429,15.41,18.9,12.2,6.7
2017-09-06,429,16.9,20.7,13.9,6.8
2017-09-07,429,18.07,22.3,14.8,7.5
2017-09-08,429,16.77,19.8,12.7,7.1
2017-09-09,429,15.83,19.2,12.7,6.5
2017-09-10,429,15.64,19.8,12.8,7.0
2017-09-11,429,13.01,14.6,12.3,2.3
2017-09-12,429,15.24,17.3,13.8,3.5
2017-09-13,429,13.6,15.5,10.2,5.3
2017-09-14,429,13.74,17.3,9.8,7.5
2017-09-15,429,14.01,15.8,12.9,2.9
2017-09-16,429,12.77,15.2,10.3,4.9
2017-09-17,429,11.65,14.8,9.9,4.9
2017-09-18,429,12.1,15.4,9.2,6.2
2017-09-19,429,10.95,14.9,8.6,6.3
2017-09-20,429,8.62,10.3,7.6,2.7
2017-09-21,429,12.74,16.9,6.7,10.2
2017-09-22,429,13.54,16.6,10.5,6.1
2017-09-23,429,13.69,17.2,10.4,6.8
2017-09-24,429,14.04,17.0,11.1,5.9
2017-09-25,429,12.42,15.3,10.6,4.7
2017-09-26,429,12.63,14.8,10.7,4.1
2017-09-27,429,13.14,16.4,9.6,6.8
2017-09-28,429,14.87,18.1,11.2,6.9
2017-09-29,429,14.51,17.1,12.1,5.0
2017-09-30,429,13.37,15.2,11.4,3.8
2017-10-01,429,11.83,13.6,9.3,4.3
2017-10-02,429,10.13,11.3,9.0,2.3
2017-10-03,429,12.23,15.3,8.7,6.6
2017-10-04,429,11.63,13.2,10.8,2.4
2017-10-05,429,12.45,15.3,9.9,5.4
2017-10-06,429,13.59,17.2,10.7,6.5
2017-10-07,429,12.08,17.7,8.2,9.5
2017-10-08,429,11.23,15.2,7.8,7.4
2017-10-09,429,11.5,15.4,8.9,6.5
2017-10-10,429,11.92,16.0,9.3,6.7
2017-10-11,429,12.11,15.6,9.7,5.9
2017-10-12,429,12.37,14.7,10.4,4.3
2017-10-13,429,12.86,15.1,10.8,4.3
2017-10-14,429,13.48,17.4,10.3,7.1
2017-10-15,429,14.99,17.8,12.0,5.8
2017-10-16,429,16.38,19.8,13.8,6.0
2017-10-17,429,17.07,20.7,14.2,6.5
2017-10-18,429,15.66,18.8,12.8,6.0
2017-10-19,429,13.35,16.8,11.1,5.7
2017-10-20,429,10.98,13.5,9.1,4.4
2017-10-21,429,9.84,11.9,8.3,3.6
2017-10-22,429,9.97,13.2,8.3,4.9
2017-10-23,429,9.61,11.3,6.0,5.3
2017-10-24,429,11.06,15.5,6.7,8.8
2017-10-25,429,13.57,17.3,10.2,7.1
2017-10-26,429,12.29,14.8,9.3,5.5
2017-10-27,429,13.28,17.6,10.6,7.0
2017-10-28,429,11.13,14.8,9.4,5.4
2017-10-29,429,9.88,13.1,7.0,6.1
2017-10-30,429,12.68,17.4,7.2,10.2
2017-10-31,429,9.8,12.4,7.5,4.9
2017-11-01,429,8.27,11.5,6.1,5.4
2017-11-02,429,8.42,11.5,6.8,4.7
2017-11-03,429,7.5,9.8,6.1,3.7
2017-11-04,429,9.03,12.1,5.7,6.4
2017-11-05,429,9.3,11.0,8.2,2.8
2017-11-06,429,9.22,10.0,8.3,1.7
2017-11-07,429,7.79,9.0,6.4,2.6
2017-11-08,429,6.17,8.5,3.5,5.0
2017-11-09,429,7.62,10.3,5.4,4.9
2017-11-10,429,6.93,8.8,5.8,3.0
2017-11-11,429,6.77,9.8,5.1,4.7
2017-11-12,429,5.61,8.1,4.2,3.9
2017-11-13,429,4.89,6.8,3.4,3.4
2017-11-14,429,2.66,4.3,0.5,3.8
2017-11-15,429,5.22,8.9,3.1,5.8
2017-11-16,429,5.79,9.3,2.7,6.6
2017-11-17,429,6.91,10.1,4.3,5.8
2017-11-18,429,7.83,10.9,5.6,5.3
2017-11-19,429,6.59,9.0,4.1,4.9
2017-11-20,429,6.28,9.9,3.2,6.7
2017-11-21,429,5.43,8.6,3.3,5.3
2017-11-22,429,4.63,7.3,2.4,4.9
2017-11-23,429,5.6,7.5,4.0,3.5
2017-11-24,429,6.57,9.1,5.2,3.9
2017-11-25,429,6.53,9.1,4.3,4.8
2017-11-26,429,6.31,6.8,5.4,1.4
2017-11-27,429,3.29,6.6,1.2,5.4
2017-11-28,429,2.82,6.2,0.7,5.5
2017-11-29,429,0.9,2.6,-0.6,3.2
2017-11-30,429,1.57,2.4,0.7,1.7
2017-12-01,429,0.92,2.4,-0.5,2.9
2017-12-02,429,0.37,1.9,-1.1,3.0
2017-12-03,429,1.17,2.7,0.2,2.5
2017-12-04,429,0.84,4.1,-1.6,5.7
2017-12-05,429,1.99,6.5,-2.6,9.1
2017-12-06,429,6.2,10.8,3.8,7.0
2017-12-07,429,4.92,8.3,2.8,5.5
2017-12-08,429,3.76,7.6,1.6,6.0
2017-12-09,429,2.96,4.4,1.4,3.0
2017-12-10,429,0.76,3.5,-1.4,4.9
2017-12-11,429,-1.15,0.3,-2.9,3.2
2017-12-12,429,3.84,8.1,-0.7,8.8
2017-12-13,429,6.04,8.3,4.9,3.4
2017-12-14,429,3.94,6.8,0.4,6.4
2017-12-15,429,3.15,6.2,0.3,5.9
2017-12-16,429,4.76,6.9,2.1,4.8
2017-12-17,429,1.39,3.6,-0.2,3.8
2017-12-18,429,2.93,5.9,0.5,5.4
2017-12-19,429,0.22,2.1,-1.3,3.4
2017-12-20,429,-0.21,2.5,-1.7,4.2
2017-12-21,429,-0.35,2.7,-2.1,4.8
2017-12-22,429,0.25,2.3,-1.4,3.7
2017-12-23,429,5.92,9.7,0.5,9.2
2017-12-24,429,6.99,9.4,5.1,4.3
2017-12-25,429,8.62,13.1,4.3,8.8
2017-12-26,429,5.05,8.0,2.9,5.1
2017-12-27,429,3.92,5.6,2.8,2.8
2017-12-28,429,3.55,4.4,2.8,1.6
2017-12-29,429,1.86,3.9,-0.1,4.0
2017-12-30,429,1.32,3.8,-0.4,4.2
2017-12-31,429,0.07,2.9,-1.7,4.6
2017-10-17,479,0.91,3.2,-0.8,4.0
2017-10-18,479,16.18,16.7,15.4,1.3
2017-10-19,479,16.02,21.3,12.8,8.5
2017-10-20,479,13.38,16.7,10.4,6.3
2017-10-21,479,13.87,15.7,12.4,3.3
2017-10-22,479,14.16,16.3,12.3,4.0
2017-10-23,479,13.57,14.4,11.3,3.1
2017-10-24,479,14.26,19.9,8.2,11.7
2017-10-25,479,16.44,22.3,13.6,8.7
2017-10-26,479,15.41,19.0,12.5,6.5
2017-10-27,479,14.38,19.3,10.9,8.4
2017-10-28,479,13.95,19.9,11.3,8.6
2017-10-29,479,13.49,16.0,10.9,5.1
2017-10-30,479,13.3,20.6,9.2,11.4
2017-10-31,479,14.57,19.1,9.7,9.4
2017-11-01,479,12.45,16.5,9.9,6.6
2017-11-02,479,11.86,16.8,9.2,7.6
2017-11-03,479,11.45,14.4,9.0,5.4
2017-11-04,479,12.19,17.3,8.7,8.6
2017-11-05,479,12.31,13.8,10.2,3.6
2017-11-06,479,12.87,16.6,9.7,6.9
2017-11-07,479,11.6,13.4,9.5,3.9
2017-11-08,479,10.68,13.1,9.1,4.0
2017-11-09,479,11.12,15.7,8.6,7.1
2017-11-10,479,10.8,12.7,9.5,3.2
2017-11-11,479,10.79,13.4,8.8,4.6
2017-11-12,479,9.29,12.8,7.5,5.3
2017-11-13,479,7.43,8.3,5.9,2.4
2017-11-14,479,8.94,12.0,6.7,5.3
2017-11-15,479,10.1,12.9,6.8,6.1
2017-11-16,479,8.89,13.3,5.6,7.7
2017-11-17,479,10.41,14.9,8.3,6.6
2017-11-18,479,10.08,14.5,7.9,6.6
2017-11-19,479,9.49,13.7,6.7,7.0
2017-11-20,479,8.25,13.6,5.4,8.2
2017-11-21,479,8.56,13.3,5.6,7.7
2017-11-22,479,7.88,11.9,4.8,7.1
2017-11-23,479,8.92,11.8,6.9,4.9
2017-11-24,479,9.4,12.0,7.8,4.2
2017-11-25,479,8.76,11.9,6.7,5.2
2017-11-26,479,8.37,9.6,7.4,2.2
2017-11-27,479,7.56,9.6,5.3,4.3
2017-11-28,479,6.55,10.5,3.6,6.9
2017-11-29,479,3.97,5.7,2.2,3.5
2017-11-30,479,3.61,4.3,2.9,1.4
2017-12-01,479,5.39,10.6,3.2,7.4
2017-12-02,479,3.89,5.8,2.6,3.2
2017-12-03,479,5.49,7.1,3.3,3.8
2017-12-04,479,4.2,8.1,1.7,6.4
2017-12-05,479,3.87,9.1,0.5,8.6
2017-12-06,479,3.95,8.8,0.7,8.1
2017-12-07,479,6.11,12.2,3.2,9.0
2017-12-08,479,5.09,8.7,2.5,6.2
2017-12-09,479,5.4,6.6,4.1,2.5
2017-12-10,479,4.98,6.9,3.2,3.7
2017-12-11,479,1.43,3.6,-0.4,4.0
2017-12-12,479,4.49,13.3,-0.3,13.6
2017-12-13,479,7.23,13.4,4.3,9.1
2017-12-14,479,6.67,10.7,4.2,6.5
2017-12-15,479,5.01,6.8,3.9,2.9
2017-12-16,479,5.53,8.3,2.8,5.5
2017-12-17,479,4.43,8.2,2.0,6.2
2017-12-18,479,5.85,10.6,2.9,7.7
2017-12-19,479,3.78,7.0,2.2,4.8
2017-12-20,479,2.95,7.1,0.9,6.2
2017-12-21,479,3.07,6.9,1.3,5.6
2017-12-22,479,2.89,6.4,0.1,6.3
2017-12-23,479,3.77,6.9,1.6,5.3
2017-12-24,479,6.01,10.2,2.4,7.8
2017-12-25,479,7.18,12.8,4.1,8.7
2017-12-26,479,5.84,10.4,3.6,6.8
2017-12-27,479,5.54,6.6,4.6,2.0
2017-12-28,479,6.4,8.3,5.2,3.1
2017-12-29,479,5.74,9.6,3.5,6.1
2017-12-30,479,5.71,8.8,2.8,6.0
2017-12-31,479,3.67,7.3,2.1,5.2
2017-01-01,18,3.58,6.1,1.3,4.8
2017-01-02,18,-0.16,8.4,-4.3,12.7
2017-01-03,18,2.55,6.8,-2.7,9.5
2017-01-04,18,4.1,9.7,-0.1,9.8
2017-01-05,18,0.34,4.7,-1.9,6.6
2017-01-06,18,3.87,9.3,-1.6,10.9
2017-01-07,18,1.02,4.7,-3.7,8.4
2017-01-08,18,-2.25,2.7,-6.1,8.8
2017-01-09,18,-2.52,2.4,-5.7,8.1
2017-01-10,18,-2.37,2.7,-5.8,8.5
2017-01-11,18,-0.23,1.5,-5.1,6.6
2017-01-12,18,-0.9,2.2,-3.3,5.5
2017-01-13,18,0.43,2.2,-1.1,3.3
2017-01-14,18,1.19,4.8,0.4,4.4
2017-01-15,18,1.51,8.9,-2.6,11.5
2017-01-16,18,2.23,8.6,-1.1,9.7
2017-01-17,18,0.99,5.9,-2.3,8.2
2017-01-18,18,2.93,7.7,-0.7,8.4
2017-01-19,18,2.59,7.8,-2.4,10.2
2017-01-20,18,3.28,8.0,-0.6,8.6
2017-01-21,18,1.28,7.3,-2.3,9.6
2017-01-22,18,0.82,7.9,-3.6,11.5
2017-01-23,18,1.87,10.8,-2.9,13.7
2017-01-24,18,2.95,8.6,-1.8,10.4
2017-01-25,18,3.26,11.2,-1.7,12.9
2017-01-26,18,2.35,8.7,-1.3,10.0
2017-01-27,18,0.67,6.1,-3.3,9.4
2017-01-28,18,0.49,7.0,-4.1,11.1
2017-01-29,18,0.96,6.2,-2.4,8.6
2017-01-30,18,0.3,6.3,-3.8,10.1
2017-01-31,18,1.46,5.1,-2.7,7.8
2017-02-01,18,3.51,3.8,2.9,0.9
2017-02-02,18,4.67,6.3,3.2,3.1
2017-02-03,18,6.05,7.8,4.3,3.5
2017-02-04,18,8.05,10.9,6.4,4.5
2017-02-05,18,7.12,8.0,5.8,2.2
2017-02-06,18,6.03,9.4,3.5,5.9
